,Unnamed: 0,id,title,vendor,category,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku,rating,review_count,questions,review
439,439,8.0079E+12,Yuasa 664HD Cargo Heavy Duty Battery 12V 110Ah YBX1664,YUASA,Car Batteries,Battery,2023-02-13T06:10:03+00:00,509,509,27600,TRUE,YUASA-YBX1664,0,0,0,[]
440,440,8.0079E+12,Yuasa YBX5068 Silver High Performance Car Battery 12V 75Ah HSB030,YUASA,Car Batteries,Battery,2023-02-13T06:12:13+00:00,448,448,9500,TRUE,YUASA-YBX5068,0,0,0,[]
441,441,8.00791E+12,Yuasa YB30L-B Motorcycle Battery,YUASA,Car Batteries,Battery,2023-02-13T06:20:26+00:00,477,876,32500,TRUE,YUASA-YU-YB30L-B(DC),0,0,0,[]
442,442,8.00793E+12,Yuasa 6N5.5-1D Motorcycle Battery 6V 5.8Ah,YUASA,Car Batteries,Battery,2023-02-13T07:11:17+00:00,85,85,32500,TRUE,YUASA-YU-6N5.5-1D(DC),0,0,1,[]
443,443,8.01495E+12,DuraCell CEF22 Multi Battery Charger for AA AAA C D and 9V Battery (Blister of 1),Duracell,Car Batteries,Battery,2023-02-22T05:17:27+00:00,124,,210,FALSE,CHADURCEF22,4.933333333,15,0,"['Jonathan was very helpful with my queries. I do recommend you buy from ML Performance!', 'Very good product ! Very satisfied with transport and delivery! ML Performance are the best !!! Thank you for the consultancy and for you answering all the questions and problems??', ""mlp's car parts have enhanced the overall functionality of my vehicle. They are reliable and perform as expected."", ""I've noticed a significant improvement in the fuel economy of my vehicle after installing mlp's car parts. It's a welcome change."", ""I ordered this item during the COVID-19 pandemic (still on-going) and expected a large delay. There was never a period of uncertainty. Communication is second to none and the 'working from home' policy is a different level as I even received an e-mail at 2330 at night MLPerformance is a fantastic company and I will not hesitate to use them again. You even get a personal message from them in the package, a nice touch. I wish them all the success and support possible during these testing times. Phenomenal."", 'Products arrived quickly and well packaged, everything was exactly as I had ordered (I have made a few orders, great service every time) and I will be using ML Performance again!', ""The quick and efficient shipping of mlp's car parts is commendable. I received my order in a timely manner."", 'Excellent service and good price from ML Performance.', 'The arrived very fast than I had issues with the local custom , and ML performance assisted me with everything I needed to clear it\r\nGreat service great product', ""I've been using mlp's car parts for years, and they have consistently delivered exceptional performance and reliability."", 'Good price and speedy delivery! I will be using ML again', 'Outstanding support from ML Performance.', 'Quick delivery, great service. Very happy with the product and would definitely use ML performance again for any future products I?? be looking to purchase.', 'Awesome experience. Fast respond and fast delivery even though I located in Malaysia. Nice gift cards from Nicholas and I would definitely repurchase any product from ML Performance in future. Cheers.', ""I appreciate the attention to detail in the design of ML Performance's car parts. They offer both style and functionality.""]"
444,444,8.01496E+12,SLA Ultramax NP18-12 VRLA Battery x1,Ultramax,Car Batteries,Battery,2023-02-22T05:23:27+00:00,266,302,5800,TRUE,SLAUMXNP18-12,0,0,0,[]
445,445,8.01624E+12,Enersys NP2-12 Genesis SLA Battery 12v 2.0Ah,ENERSYS,Car Batteries,Battery,2023-02-24T01:08:59+00:00,110,111,700,TRUE,ENERSYS-NP2-12,0,0,0,[]
446,446,8.01624E+12,Optima Chrysler PT Cruiser Diesel Battery (under passenger seat),OPTIMA,Car Batteries,Battery,2023-02-24T01:14:45+00:00,771,771,19731,TRUE,OPTIMA-CDB,0,0,0,[]
447,447,8.01624E+12,Power Sonic PS-12120 F1 VRLA Battery 12Ah (PS-12120VDS),POWER SONIC,Car Batteries,Battery,2023-02-24T01:15:32+00:00,159,159,3940,TRUE,POWERSONIC-PS12120 (12v 12Ah),4.888888889,18,0,[]
448,448,8.0262E+12,Exide EF1202 Professional Power HDX Battery 12V 120AH,Exide,Car Batteries,Battery,2023-03-09T01:01:58+00:00,587,593,27500,TRUE,Exide-EF1202,4.642857143,14,0,"['Product is good, packaging was not very good! Box clearly had been dropped but luckily no damage to the very heavy battery! Packaging needed more robust packing, shredded cardboard just not good enough.', ""mlp's car parts have proven to be a cost-effective solution for my vehicle maintenance. They offer great value for the price."", 'Excellent, good quality. Dealt with ML a few times. Does what it says on the tin. Product, delivery, installation -all good.', ""ML Performance's car parts have simplified the repair and maintenance process for me. They offer reliable solutions I can count on."", 'Customer service was great. They were very patient answering all my questions and helped to verify that the product fits my car model. Shipping was fast. This is definitely my go-to place for my next shopping. Thank you MLP!', 'I appreciate the comprehensive warranty provided by ML Performance. It gives me confidence in the quality of their car parts.', 'The knowledgeable staff at mlp provided me with valuable guidance in selecting the right car parts for my vehicle.', 'Delivery was a lot quicker than I expected ! Would highly recommend to buy from ML Performance, worth the money all day.', ""ML Performance's car parts are engineered with precision, ensuring a perfect fit and optimal performance."", 'Very pleased with the service provided, i will be using ML Performance to complete my repair. Also the note in my package was unexpected but a nice touch to the service. Once again thanks ML Performance.', 'Not my first time with ML and will be back for more', 'I have purchased a few items from ML performance, I have been happy everytime with the customer service , without asking you have reassurance that help is there if you are unsure and that they care that you know that, The product is as described,i do not regret buying it as I thought I may have done , I would buy it again and will continue buying from ML', 'I was very pleased with my purchase. \r\nAlso very easy to purchase through ML Performance website, and fast delivery too.\r\nThanks again guys.', 'Great producat,really satisfied with it, thanks to ML Performance for tehir service,very easy install. Strongly reccomend this product.']"
449,449,8.0262E+12,Exide ELTX20H Li-ion Lithium Motorbike Battery 12V,Exide,Car Batteries,Battery,2023-03-09T01:02:33+00:00,862,825,1300,TRUE,Exide-ELTX20H,0,0,0,[]
450,450,8.0262E+12,Exide ET650 Equipment Leisure Battery 12V 100AH,Exide,Car Batteries,Battery,2023-03-09T01:04:02+00:00,756,762,26500,TRUE,Exide-ET650,,,,"['The knowledgeable staff at mlp provided me with valuable guidance in selecting the right car parts for my vehicle.', 'Fast postage, order processed quickly on a Sunday and delivered by Tuesday.\r\nGood value at the time of order, good experience with first time ordering with ML.\r\nI would order more but usually find pricing at ML being the best\r\nSpecifically with this order, all good.', ""mlp's car parts have simplified the maintenance process for me. I can rely on them for top-notch performance and durability."", ""First time buying from ML Performance and it won't be the last, fast shipping and customer service was spot on! Thanks again!"", ""ML Performance's car parts have improved my vehicle's acceleration and power. It's a thrilling experience behind the wheel."", 'This is a quality product but what is worth mentioning is how supportive ML Performance have been to supplying it. Highly recommend the supplier.', 'Thank you ML for the quidk delivery', 'Awesome experience. Fast respond and fast delivery even though I located in Malaysia. Nice gift cards from Nicholas and I would definitely repurchase any product from ML Performance in future. Cheers.', 'Not my first time buying from ML Performance and they never diappoint.', ""ML Performance's car parts have proven to be a cost-effective solution for my vehicle repairs and maintenance. They are reliable and affordable."", 'Will always come back to ML Performance.', ""mlp's car parts have improved the braking system of my vehicle, providing enhanced safety and control."", 'You can get these at a very competitive price from ML Performance.', 'Great customer service and everything I ordered were great and made a big difference to my car. ML Performance kept in contact so we were informed of everything']"
451,451,8.0262E+12,Exide EU165-6 Vintage Marine Leisure Battery,Exide,Car Batteries,Battery,2023-03-09T01:04:10+00:00,517,521,25000,TRUE,Exide-EU165-6,0,0,0,[]
452,452,8.0262E+12,Exide E50-N18L-A 12V Conventional Motorcycle Battery,Exide,Car Batteries,Battery,2023-03-09T01:05:21+00:00,236,236,6000,TRUE,Exide-E50-N18L-A,0,0,0,[]
453,453,8.0262E+12,Exide EB16AL-A2 12V Conventional Motorcycle Battery,Exide,Car Batteries,Battery,2023-03-09T01:06:22+00:00,189,193,5000,TRUE,Exide-EB16AL-A2,0,0,0,[]
454,454,8.02623E+12,Varta AUX9 Silver Dynamic AGM Auxiliary Car Battery 9Ah,Varta,Car Batteries,Battery,2025-02-04T06:09:37+00:00,216,216,2900,TRUE,Varta-AUX9,0,0,0,[]
455,455,8.02623E+12,Varta Type 017 Black Dynamic Car Battery 12V 90Ah (Short Code: F6) (DIN: 590 122 072),Varta,Car Batteries,Battery,2025-02-04T06:09:46+00:00,493,493,20700,TRUE,Varta-F6,0,0,0,[]
456,456,8.02623E+12,Varta YT12A-BS Powersports AGM Motorcycle Battery 511 901 014 - T12A-BS,Varta,Car Batteries,Battery,2025-02-04T06:09:46+00:00,267,,3060,FALSE,Varta-YT12A-BS,0,0,0,[]
457,457,8.02623E+12,Varta BLACK Dynamic B24 12Volt 45Ah 300A/EN 545 079 030 3122 car battery,Varta,Car Batteries,Battery,2025-02-04T06:09:49+00:00,269,269,11300,TRUE,Varta-B24,4.6875,32,0,"['Delivery is fast and parts are exactly as described. Service and shipment from ML performance as 5 star as ever!', 'Highly recommended and shout out to MLperformance', ""I appreciate the affordable pricing of mlp's car parts. They offer great value for money without compromising on quality."", ""ML Performance's car parts have improved the overall driving experience for me. It's a pleasure to hit the road with their products."", 'Not used as yet but made the most of the Black Friday sale. All my mods have come from ML, as always helpful and kept informed through to delivery.', 'Good job ML cheapest prices online', 'Good price and speedy delivery! I will be using ML again', 'Delivery was a lot quicker than I expected ! Would highly recommend to buy from ML Performance, worth the money all day.', 'This is the recommended product for my car. ML is always the BEST', 'Not much to say, pretty easy change. \r\nAs alaways very happy with ml performance, thank you very much parts arrived with DHL on time and on the right place thnak you.', 'As always, ML is my go to place for sourcing quality products! Thanks for keeping up the excellent customer service!', 'I got this shipped out to Mauritius and although my freight cost was almost as much as the part itself, I am very happy.\r\nSam at ML Performance was as helpful ad always. Top guy.', 'Great customer service and everything I ordered were great and made a big difference to my car. MLPERFORMANCE kept in contact so we were informed of everything', 'I got this shipped out to Mauritius and although my freight cost was almost as much as the part itself, I am very happy.\r\nSam at ML Performance was as helpful ad always. Top guy.', 'Marshall and the whole ML performance team are fantastic they always go out of their way for customer satisfaction', ""As always the level of customer service has been second to none.\r\nThe team at ML PERFORMANCE have been there every step of the way and we couldn't have done it without their continued support.\r\nThanks guys."", ""ML Performance's car parts have improved my vehicle's acceleration and power. It's a thrilling experience behind the wheel."", 'Outstanding support from ML Performance.', 'Excellent product over the moon with this. Also backed up with brilliant customer service cant fault them whatsoever. I highly recommend ml performance', 'Very happy with the part, original BMW part. fits prefectly, takes an hour to do the job pretty straight forward.\r\nAgain very happy with ml performance, part arrived on time, very correct Thank you', 'Thanks for a first class service and product.', ""MLPerformace customer service we're very helpful and kept me updated as to when I would receive my parcel, excellent service as always."", ""Anyone wondering about this product it's 5***** all the way quality is superb and also ml performance are deffinately 1 of the leading parts shop going very quick response helpful and delivery and packing very speedy and secure thanks for all your help"", 'Thank you ML for the quidk delivery', 'The item is very high quality and easy to use. Shipping is fast even to North America, I received the item 2 days before it?? estimated arrival.', ""The durability of ML Performance's car parts has saved me from frequent replacements. They are built to last and withstand the test of time."", 'Super fast delivery even on a weekend thank you ML', ""ML Performance's car parts are backed by extensive research and development, ensuring they meet the highest standards of quality and performance."", 'Will use again highly recommended...will not be disappointed with this product keep up the good work ML PERFORMANCE', ""The compatibility of mlp's car parts with my vehicle's existing systems has made the installation process quick and easy""]"
458,458,8.04228E+12,Genuine BMW 61218092860 F91 F92 F93 M8 Lithium-Ion Starter Battery 70Ah,BMW,Car Batteries,Battery,2025-02-04T06:10:18+00:00,3587,3622,15000,FALSE,BMW-61218092860,0,0,0,[]
459,459,7.76538E+12,Duracell 053 / DA45 Advanced Car Battery,Duracell,Car Batteries,Battery,2022-07-07T03:49:23+01:00,330,330,27000,TRUE,DuracellDA45,4.999120493,1137,0,"['My goods were delivered within 8 days from ordering them (mind you from the day on which the goods left MLP HQ and arriving at my front door in South Africa was just under 3 days - I am truly impressed by the service. The Staff as well at MLP are extremely friendly. Thank you!!!', 'Top product. \r\nGood price\r\nQuick delivery time. \r\nI will order soon some good from ML performance. \r\nThank you', ""The longevity of MLP's car parts sets them apart from other brands. They are built to last and withstand wear and tear."", 'Ive made 3 orders with ML performance now, and have been very satisfied every time. Great value, great communication and service, fast delivery. The quality has been great every time too. Also, only a small touch, but a hand written note in my last package to say thanks for the order. How nice is that!! Keep up the good work!', 'Really good price, propper parts & really fast delivery. Another superb buy from ML Performace. Thanks!!', 'Fast response and overall enjoyable purchasing experience with ML Performance.', 'I have purchased a few items from ML Performance and have always been happy with their service. Delivery is always on time and they have always been more than happy to help and advise.\r\nI will continue to use ML and would definitely recommend them.', 'Was apprehensive at first about using an online site for parts as I usually go to approved garage.\r\nI am 100% happy with the purchase and would definitely use ML again.\r\nThanks Marshall', 'Called Sarrah and she recommended this for my car. Tip top service from ML Performance!', 'The advice given was sound and the team was very helpful over the online chat. Would definitely come back for more!!', 'They dispatched my battery within 5 hours when I placed my order in the morning so thanks for that', 'Decent price!', 'Recommend ML - excellent service!', 'Bought this for my grandpa, so far no complaints from him lol', 'Perfect fit for my car', 'Saved me from my dying battery', 'Came fully charged and easy to fit', 'Kudos to Marshall and the team for their help', 'Thank you for the speedy delivery!', 'These guys are brilliant, instant communication and fast delivery. I??e bought a lot of things over the years and these guys are up there with the best. Will definitely be using ML Performance again!', ""The excellent fit and finish of mlp's car parts reflect their commitment to quality craftsmanship."", 'No leakage whatsoever pleasant experience with ML, will return again', 'Works perfectly as it should', '10/10\r\nQuality product\r\nVery quick delivery\r\nIve used ml performance twice now and will continue to use as and when\r\nHighly recommend', 'Went in their live chat for help, and they located the correct battery for me', 'Duracell is my go-to brand as it seems to last me forever', ""Service was very good, arrived on time and together and undamaged.\r\nOverall I'm very happy with my purchase and would recommend ml performance to others."", 'Fantastic service, Great communication, great price and item delivered on time. Can not fault ML performance!', 'Nice quality items. Cheapest price on ml performance.', ""Excellent value for money. While I'm sure I could obtain a similar item for less money, the ease of purchasing and having it delivered at the price they ask is unbeatable.""]"
460,460,7.76538E+12,Duracell 110 / DA80 Advanced Car Battery,Duracell,Car Batteries,Battery,2022-07-07T03:49:44+01:00,418,421,27000,FALSE,DuracellDA80,4.996575342,1168,0,"['The very best service from all at ML Performance, a quick call and I was helped with the exact product for my car, once ordered they arrived safely in just a few days, thank you all at ML Performance, A1 service and product.', ""ML Performance's car parts have a wide range of options for customization. It allows me to personalize my vehicle to my liking."", ""I've had a positive experience with ML Performance's return and exchange policy. They prioritize customer satisfaction above"", 'After having my intakes recently cleaned, I chose ML Performance to purchase the Mishimoto oil catch can. This helps to reduce the build up of carbon deposits within the intake system, helping to maintain engine performance. A must-buy modification for direct injection engines! The quality and fitment was excellent, and delivery was as fast and reliable as ever from these guys! Thank you!', 'Thanks once again for sourcing a great product at a good price. ThanksMLP!', 'I cannot fault the team at MLP. Purchasing and support was great and hassle free. Thank you once again team', 'As mentioned by other reviewers, worth every penny and then some.', ""I've purchased multiple car parts from ML Performance, and every time the delivery was prompt, ensuring minimal downtime for my vehicle."", ""I have been buying from ML for many years and it's nice to see how the website has been improving to today's stage"", 'I contacted ML Performance . I emailed ML to verify it was actually in stock. Mika replied quickly and answered all my questions. She even verified they had the item in-person! Once I felt comfortable with the purchase and ordered the unit, it took only 3 business days to arrive from the UK to the USA, and I could track it via DHL the entire time! While initially nervous Im glad I did. I wouldnt hesitate to recommend ML Performance in the future.', ""ML Performance's car parts are competitively priced without compromising on quality. They offer great value for money."", 'Excellent product over the moon with this. Also backed up with brilliant customer service cant fault them whatsoever. I highly recommend ml performance', 'Decent price, value for money', ""My entire family uses duracell car battery and we haven't faced any issue at all"", 'Duracell is a top performing battery brand', ""Superb product I'm delighted!"", 'Good quick dispatch .', 'Thanks Marshall and the team for recommending me the correct battery that I need', 'All good, works! Excellent service', 'Really good experience using ML performance, second time using them and would highly recommend.', 'Thank you for dispatching them to me within 24 hours as promised :) Very happy customer!', 'Prompt delivery!', 'Great price, brand, good company', 'Excellent product, great price, did the job', ""Like all Duracell batteries, it's the best, and the delivery very prompt."", 'Duracell performs extremely well, my old one lasted me 8-9 years', 'Would definitely order again, great service from ML', 'Excellent customer service, fast and easy install! Overall great product. Thank you ML!', ""ML Performance's car parts have enhanced the overall value of my vehicle. They are a worthwhile investment for any car owner."", ""Excellent value for money. While I'm sure I could obtain a similar item for less money, the ease of purchasing and having it delivered at the price they ask is unbeatable.""]"
461,461,7.76545E+12,Yuasa YBX9027 12v 60Ah AGM Start Stop Plus Battery,YUASA,Car Batteries,Battery,2022-07-07T04:21:48+01:00,589,589,16700,TRUE,YBX9027,0,0,0,[]
462,462,7.76545E+12,Yuasa YBX5069 12v 75Ah Silver High Performance SMF Battery,YUASA,Car Batteries,Battery,2022-07-07T04:22:24+01:00,448,448,19000,TRUE,YBX5069,0,0,0,[]
463,463,7.76545E+12,Yuasa YBX3077 12v 45Ah SMF Battery,YUASA,Car Batteries,Battery,2022-07-07T04:23:04+01:00,318,319,11800,TRUE,YBX3077,0,0,0,[]
464,464,7.76545E+12,Yuasa YBX3108 12v 50Ah SMF Battery,YUASA,Car Batteries,Battery,2022-07-07T04:23:15+01:00,291,291,12800,TRUE,YBX3108,,,,[]
465,465,7.76545E+12,Yuasa YBX3113 12v 50Ah SMF Battery,YUASA,Car Batteries,Battery,2022-07-07T04:23:21+01:00,321,696,12900,TRUE,YBX3113,0,0,0,[]
466,466,7.76545E+12,Yuasa YTZ10S 12V High Performance Maintenance Free Motorbike & Motorcycle Battery,YUASA,Car Batteries,Battery,2022-07-07T04:23:58+01:00,424,937,4000,TRUE,YTZ10S,,,,[]
467,467,7.76545E+12,Yuasa YTZ12S 12V High Performance Maintenance Free Motorbike & Motorcycle Battery,YUASA,Car Batteries,Battery,2022-07-07T04:24:00+01:00,433,957,4000,TRUE,YTZ12S,0,0,0,[]
468,468,7.76545E+12,Yuasa YT12A-BS 12v VRLA Motorbike & Motorcycle Battery,YUASA,Car Batteries,Battery,2022-07-07T04:24:20+01:00,308,312,4000,TRUE,YT12A-BS,0,0,0,[]
469,469,7.76546E+12,Yuasa YB10L-A2 12v Motorbike & Motorcycle Battery,YUASA,Car Batteries,Battery,2022-07-07T04:24:58+01:00,209,212,5000,TRUE,YB10L-A2,,,,"['', '', '']"
470,470,7.76546E+12,Yuasa YB12A-A 12v Motorbike & Motorcycle Battery,YUASA,Car Batteries,Battery,2022-07-07T04:25:01+01:00,224,227,5000,TRUE,YB12A-A,5,2,0,"['', '']"
471,471,7.76546E+12,Yuasa YB16AL-A2 12v Motorbike & Motorcycle Battery,YUASA,Car Batteries,Battery,2022-07-07T04:25:16+01:00,332,332,6000,TRUE,YB16AL-A2,5,3,0,"['', '', '']"
472,472,7.76546E+12,Optima  YTS2.7 (8071-176) 12v 38Ah Yellowtop® Battery,Optima,Car Batteries,Battery,2022-07-07T04:26:49+01:00,746,746,12000,TRUE,OptimaYTS2.7,0,0,0,[]
473,473,7.77041E+12,Exide Commercial Battery 667 W667SE - 2 Year Guarantee,Exide,Car Batteries,Battery,2022-07-12T02:39:19+01:00,709,709,27000,TRUE,444776670,4.666666667,21,0,"['Fast shipping from ML as usual!', 'Quality fitment. Had no issues fitting it.ml performance delivered very quickly.', 'Excellent addition to my car.\r\nMl performance are very informative, knowledgable and have excellent feed back times.', 'Was sent next day fantastic service received from all at MLPerformance.Thanks Neil.', 'fantastic service from ML Performance communication from every step. Item is of great quality, very well made', ""I appreciate ML Performance's commitment to customer satisfaction. They go above and beyond to ensure a smooth buying experience."", ""First off the service from ML Performance was top notch with super fast shipping after placing my order.\r\nThen the product itself: ho-lee f*ing crap it is amazing. \r\n6/5 totally recommend. You won't regret buying this."", ""This is the second time I've bought from ML performance and can't fault them at all! Part arrived as described and quicker than expected."", ""ML Performance's car parts have withstood the test of time. I've been using them for years without any issues."", 'ML were quick to dispatch, great bit of product', 'ML performance are top notch for service and cannott do enough for well recommended and will use them in the future', 'Worth every penny and pound. Oh I love it. All came professionally boxed and well wrapped, received in perfect condition and easy to fit. Very happy', 'ML guys are great!\r\nMy order was prepared on the same day of the order and I received the piece on the expected time. \r\nThe customer service is great and they replay to you immediately with the best of manners. \r\nOverall experience: will order parts again!', ""The affordability of MLP's car parts is a big plus. I can maintain my vehicle without breaking the bank."", 'Good Quality item. \r\nFantastic service from ML Performance as usual.', ""Satisfied with the ML Performance Team's goods and service!"", ""mlp's car parts have improved the braking system of my vehicle, providing enhanced safety and control."", 'Great advice and customer service, will definitely be using ML again.', 'ML at its finest, ordered Friday received it on Saturday.', 'Great product. MLP service though is the highlight of this review. From arranging a specific day delivery for me to chasing up and arranging delivering of missing parts (not their fault)\r\nWill be using these guys for all future purchases ! Keep up the good work', 'The customer support provided by ML Performance is top-notch. They are responsive, helpful, and go the extra mile.']"
474,474,7.77041E+12,Exide EFB 005 Car Battery (EL604) - 3 year Guarantee,Exide,Car Batteries,Battery,2022-07-12T02:40:31+01:00,382,,16000,FALSE,444779280,4.588235294,17,0,"['Awesome experience. Fast respond and fast delivery even though I located in Malaysia. Nice gift cards from Nicholas and I would definitely repurchase any product from ML Performance in future. Cheers.', 'Quick turn around from ML Performance as always', 'Does what it says on the tin ... usual excellent customer service from ML.\r\nCheers', 'The knowledgeable staff at mlp provided me with valuable guidance in selecting the right car parts for my vehicle.', ""mlp's car parts have improved the overall aesthetics of my vehicle. They offer a sleek and modern look."", ""The positive reviews and recommendations of mlp's car parts from other customers gave me confidence in my purchase."", 'Very competitively priced by ML performance and the item was shipped very quickly. You can not go wrong for the price of this product, highly recommend it.', 'Excellent customer service, fast and easy install! Overall great product. Thank you ML!', 'It does as it says on the tin. Fairly straightforward. \r\nThanks once again to the team at MLP, keeping me informed of the order throughout a very busy Christmas period. Where delays can be expected.\r\nLook forward to doing business again.', ""I've recommended MLP's car parts to friends and family, and they have all been satisfied with the quality and performance."", 'Always good service from Marshall have bought a number of items from ML performance \r\nSpot on.', 'First time using ML Performance and I shall be using them again. Very informative throughout to let you know where your items are and very good prices. Will be using these again!\r\nGraham', 'I HIGHLY recommend this and ML', ""I appreciate the affordable pricing of mlp's car parts. They offer great value for money without compromising on quality."", 'A big thanks to ML Performance.', ""I'm impressed by the precision engineering of ML Performance's car parts. They fit seamlessly and enhance the functionality of my vehicle."", ""I'm impressed by the precision fit of mlp's car parts. They seamlessly integrate with my vehicle's existing components.""]"
475,475,7.77042E+12,Exide Premium 054 Car Battery (38Ah) - 5 Year Guarantee,Exide,Car Batteries,Battery,2022-07-12T02:41:43+01:00,227,,10000,FALSE,444770546,4.823529412,17,0,"[""ML Performance's car parts have withstood the test of time. I've been using them for years without any issues."", 'Guys at ML were great as usual. Delivery was super fast all the way to Singapore!', 'Notable increase in performance. All round improvement. Helpful guys at ML Performance.', ""ML Performance's car parts are engineered with precision, ensuring a perfect fit and optimal performance."", ""The durability of MLP's car parts is exceptional. They have stood the test of time and performed reliably."", ""The performance of my vehicle has been elevated since installing MLP's car parts. I couldn't be happier with the outcome."", 'Happy with the customer service provided. Keep up the good work ML', 'Excellent service and good price from ML Performance.', 'Good Quality item. \r\nFantastic service from ML Performance as usual.', 'Excellent service and very fast i will buy all parts from ml performance', ""I know I keep saying the same thing. But as always, a good item and service from MLP. Still can't fault them in any way....."", ""First time customer of ML Performance but will definitely use again. Ordered early afternoon I required the next day and it was with me the next morning. I received emails with updates on my order. Couldn't be happier. Thank you ML Performance."", ""The attention to detail in mlp's car parts is evident. They are well-crafted and designed to meet high standards."", 'ML Performance were offering a good price so I did not hesitate to buy them.', 'Thanks to MLPerformance for quick delivery.', ""The durability of ML Performance's car parts is remarkable. They have withstood rough terrain and extreme conditions without faltering."", 'Super fast delivery even on a weekend thank you ML']"
476,476,7.77042E+12,Bosch EFB 115 Car Battery - 3 year Guarantee S4E11,Bosch,Car Batteries,Battery,2022-07-12T02:41:55+01:00,742,742,21300,TRUE,444779078,0,0,0,[]
477,477,7.77042E+12,Exide Excell Car Battery 156 - 3 Year Guarantee,Exide,Car Batteries,Battery,2022-07-12T02:44:00+01:00,244,247,12000,TRUE,444771560,4.882352941,17,0,"['Good job ML cheapest prices online', 'The team at ML are spot on and got this out to me very quickly, have purchased a couple of bits from ML and am very happy with service - highly recommend!!', ""I have been buying from ML for many years and it's nice to see how the website has been improving to today's stage"", 'Top product. \r\nGood price\r\nQuick delivery time. \r\nI will order soon some good from ML performance. \r\nThank you', 'Great item, Marshall was very helpful with all info, will be ordering with ML again!', ""mlp's car parts have enhanced the safety features of my vehicle, providing me with peace of mind on the road."", 'Excellent service. Ordered Thursday evening and product delivered Saturday.\r\nSuperb product for the money.', 'Great service from ML and the team.', ""mlp's car parts have simplified the repair process for my vehicle. They offer reliable solutions that save time and effort."", ""I've had a positive experience with ML Performance's return and exchange policy. They prioritize customer satisfaction above"", 'Dealing with Marshall and the team was an absolute pleasure. Rarely do you find businesses with such integrity.\r\nI purchased four items (some very fragile) and had them delivered to Australia in less than two weeks. Two items were showing very minor defects that I was not completely satisfied with. I contacted ML Performance via email and Marshall went above and beyond to exchange the items at their cost no questions asked. He then took the trouble to follow up and ensure that I was completely satisfied with my overall purchase. \r\nRest assured that you can purchase from ML Performance with complete confidence.\r\nMy rating.\r\nCommunication: 5 stars\r\nProducts: 5 stars\r\nEase of exchange: 5 stars\r\nBusiness Ethics: 6 stars', 'Fantastic communication and top quality product.... Dontt hesitate!!', 'Emergency email to the team at ML & they had a new one to me (all the way to Australia) within a week \r\nBravo ML - thanks for your help as always', 'The guys at ML recommended this as an alternative. Received it next day and quality is really good I must say. Thanks guys!', 'Will use again highly recommended...will not be disappointed with this product keep up the good work ML PERFORMANCE', 'When I emailed ML for advice on fitting I got an immediate reply with sound advice. Cannot fault it at all. Great service.', ""The longevity of MLP's car parts sets them apart from other brands. They are built to last and withstand wear and tear.""]"
478,478,7.77042E+12,Leoch VRLA Sealed Battery 12V 18Ah (Spade),Leoch,Car Batteries,Battery,2022-07-12T02:44:07+01:00,139,168,5320,TRUE,446770541,0,0,0,[]
