,Unnamed: 0,id,title,vendor,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku,rating,review_count,questions,review
0,0,7790333624541,Bosch Aerotwin Flat Wiper Blade Single AP18U Front,Bosch,Wiper Blade,2022-07-26T06:50:18+01:00,49.0,49.0,5000,True,485777187,5,473,0,
1,1,7790335197405,Bosch Aerotwin Flat Wiper Blade Single AP22U Front,Bosch,Wiper Blade,2022-07-26T06:50:50+01:00,56.0,56.0,5000,True,485777227,5,454,0,
2,2,7790329200861,Bosch Super Plus Specific Wiper Blade Rear H306,Bosch,Wiper Blade,2022-07-26T06:48:52+01:00,27.0,27.0,5000,True,485777400,5,440,0,
3,3,7790342930653,Bosch Aerotwin Flat Wiper Blade Single AP26U Front,Bosch,Wiper Blade,2022-07-26T06:53:38+01:00,61.0,61.0,5000,True,485777267,5,441,0,
4,4,7790338244829,Bosch Aerotwin Flat Wiper Blade Set A298S Front,Bosch,Wiper Blade,2022-07-26T06:51:53+01:00,107.0,107.0,5000,True,485774100,5,18,0,
5,5,7790335787229,Bosch Aerotwin Flat Wiper Blade Set A453S Front,Bosch,Wiper Blade,2022-07-26T06:51:04+01:00,98.0,98.0,5000,True,485771190,0,0,0,
6,6,7790336606429,Bosch Retrofit Flat Wiper Blade Single Ar22U Front,Bosch,Wiper Blade,2022-07-26T06:51:23+01:00,46.0,46.0,5000,True,485778220,5,476,0,
7,7,7790322352349,Bosch Retrofit Flat Wiper Blade Single Ar24U Front,Bosch,Wiper Blade,2022-07-26T06:46:31+01:00,50.0,50.0,5000,True,485778240,5,393,0,
8,8,7790326972637,Bosch Retrofit Flat Wiper Blade Single Ar26U Front,Bosch,Wiper Blade,2022-07-26T06:48:03+01:00,52.0,52.0,5000,True,485778260,5,473,0,
9,9,7790339915997,Bosch Aerotwin Flat Wiper Blade Rear A282H,Bosch,Wiper Blade,2022-07-26T06:52:31+01:00,27.0,27.0,5000,True,485775310,5,413,0,
10,10,7790326415581,Bosch Retrofit Flat Wiper Blade Single Ar18U Front,Bosch,Wiper Blade,2022-07-26T06:47:51+01:00,41.0,41.0,5000,True,485778180,,,,
11,11,7792046440669,Valeo 575008 First Multi-Connect Wiper Blade FM60 24 Inch Front,Valeo,Wiper Blade,2022-07-27T04:41:13+01:00,40.0,43.0,5000,False,485777241,0,0,0,
12,12,7790329528541,Bosch Aerotwin Flat Wiper Blade Single AP28U Front,Bosch,Wiper Blade,2022-07-26T06:48:59+01:00,61.0,61.0,5000,True,485777287,5,455,0,
13,13,7790332575965,Bosch Aerotwin Flat Wiper Blade Rear A331H,Bosch,Wiper Blade,2022-07-26T06:49:56+01:00,31.0,31.0,5000,True,485774920,5,427,0,
14,14,7790341980381,Bosch Aerotwin Flat Wiper Blade Single AP24U Front,Bosch,Wiper Blade,2022-07-26T06:53:15+01:00,59.0,59.0,5000,True,485777247,5,426,0,
15,15,7790327562461,Bosch Aerotwin Flat Wiper Blade Rear A332H,Bosch,Wiper Blade,2022-07-26T06:48:14+01:00,31.0,31.0,5000,True,485776480,5,465,0,
16,16,8169600614621,"Genuine BMW 61615A43584 F20 Front Windscreen Window Wiper Blade Set (Inc. 114d, 120i & 220dX)",BMW,Exterior,2023-08-18T08:32:21+01:00,200.0,293.0,10000,True,BMW-61615A43584,0,0,0,
17,17,7790322843869,Bosch Retrofit Flat Wiper Blade Single Ar16U Front,Bosch,Wiper Blade,2022-07-26T06:46:40+01:00,39.0,39.0,5000,True,485778160,5,425,0,
18,18,7790322581725,Bosch Retrofit Flat Wiper Blade Single Ar19U Front,Bosch,Wiper Blade,2022-07-26T06:46:37+01:00,42.0,42.0,5000,True,485778190,5,425,0,
19,19,7792046342365,Valeo 575004 First Multi-Connect Wiper Blade FM47 19 Inch Front,Valeo,Wiper Blade,2022-07-27T04:41:10+01:00,40.0,40.0,5000,True,485777191,0,0,0,
20,20,7790333821149,Bosch Aerotwin Flat Wiper Blade Single AP17U Front,Bosch,Wiper Blade,2022-07-26T06:50:25+01:00,48.0,48.0,5000,True,485777177,5,436,0,
21,21,7790330937565,Bosch Aerotwin Flat Wiper Blade Rear A281H,Bosch,Wiper Blade,2022-07-26T06:49:20+01:00,29.0,29.0,5000,True,485440750,0,0,0,
22,22,7790330118365,Bosch Aerotwin Flat Wiper Blade Single AP16U Front,Bosch,Wiper Blade,2022-07-26T06:49:11+01:00,47.0,47.0,5000,True,485777167,0,0,0,
23,23,7790338441437,Bosch Super Plus Specific Wiper Blade Rear H352,Bosch,Wiper Blade,2022-07-26T06:51:57+01:00,25.0,25.0,5000,True,485776460,0,0,0,
24,24,7790335557853,Bosch Super Plus Specific Wiper Blade Rear H304,Bosch,Wiper Blade,2022-07-26T06:50:58+01:00,25.0,25.0,5000,True,485776380,5,429,0,
25,25,8063977291997,"Genuine BMW 61615A25861 Wiper Blade Set (Inc. 116d, 220i & M235iX)",BMW,Exterior,2023-05-11T02:41:29+01:00,226.0,331.0,2000,True,BMW-61615A25861,0,0,0,
26,26,7790321828061,Bosch Aerotwin Flat Wiper Blade Rear A351H,Bosch,Wiper Blade,2022-07-26T06:46:21+01:00,38.0,38.0,5000,True,485660290,0,0,0,
27,27,7790339522781,Bosch Super Plus Specific Wiper Blade Set With Spoilers 582S Front,Bosch,Wiper Blade,2022-07-26T06:52:21+01:00,91.0,91.0,5000,True,485773270,0,0,0,
28,28,7790337294557,Bosch Aerotwin Flat Wiper Blade Set A556S Front,Bosch,Wiper Blade,2022-07-26T06:51:35+01:00,101.0,101.0,5000,True,485771310,5,498,0,
29,29,7790327103709,Bosch Super Plus Specific Wiper Blade Rear H301,Bosch,Wiper Blade,2022-07-26T06:48:05+01:00,28.0,28.0,5000,True,485773490,5,478,0,
30,30,7790326022365,Bosch Aerotwin Flat Wiper Blade Set A524S Front,Bosch,Wiper Blade,2022-07-26T06:47:41+01:00,105.0,105.0,5000,True,485770760,5,441,0,
31,31,7790323794141,Bosch Super Plus Universal Wiper Blade Sp18,Bosch,Wiper Blade,2022-07-26T06:46:57+01:00,20.0,20.0,5000,True,485771070,5,478,0,
32,32,7790323400925,Bosch Aerotwin Flat Wiper Blade Set A955S Front,Bosch,Wiper Blade,2022-07-26T06:46:51+01:00,110.0,110.0,5000,True,485773190,0,0,0,
33,33,7792049520861,Valeo First Multi-Connect Wiper Blade FM55 22 Inch Universal,Valeo,Wiper Blade,2022-07-27T04:42:12+01:00,51.0,,5000,False,485777221,0,0,0,
34,34,7790341423325,Bosch Super Plus Specific Wiper Blade Rear H840,Bosch,Wiper Blade,2022-07-26T06:53:05+01:00,29.0,29.0,5000,True,485773580,5,30,0,
35,35,7790340243677,Bosch Super Plus Universal Wiper Blade Sp21,Bosch,Wiper Blade,2022-07-26T06:52:39+01:00,27.0,27.0,5000,True,485771100,5,430,0,
36,36,7790336114909,Bosch Retrofit Flat Wiper Blade Single Ar21U Front,Bosch,Wiper Blade,2022-07-26T06:51:11+01:00,45.0,45.0,5000,True,485778210,0,0,0,
37,37,7790331756765,Bosch Retrofit Flat Wiper Blade Single Ar13U Front,Bosch,Wiper Blade,2022-07-26T06:49:37+01:00,36.0,36.0,5000,True,485778130,0,0,0,
38,38,7790330314973,Bosch AeroTwin Rear Wiper Blade (A230H),Bosch,Wiper Blade,2022-07-26T06:49:13+01:00,31.0,31.0,5000,True,485220190,5,450,0,
39,39,7790323663069,Bosch Retrofit Flat Wiper Blade Single Ar20U Front,Bosch,Wiper Blade,2022-07-26T06:46:55+01:00,42.0,42.0,5000,True,485778200,5,425,0,
40,40,7790322680029,Bosch Aerotwin Flat Wiper Blade Set A073S Front,Bosch,Wiper Blade,2022-07-26T06:46:39+01:00,98.0,98.0,5000,True,485774610,0,0,0,
41,41,7790327857373,Bosch Super Plus Specific Wiper Blade Set Sp23/20S With Spoiler On Rh Side Front,Bosch,Wiper Blade,2022-07-26T06:48:22+01:00,57.0,,5000,False,485773110,5,437,0,
42,42,7790325498077,Bosch Flat Wiper Blade Set A826S Mercedes Benz C Class 2013 Front,Bosch,Wiper Blade,2022-07-26T06:47:32+01:00,115.0,115.0,5000,True,485776520,0,0,0,
43,43,7790325072093,Bosch Aerotwin Flat Wiper Blade Set A939S Front,Bosch,Wiper Blade,2022-07-26T06:47:22+01:00,114.0,114.0,5000,True,485771300,0,0,0,
44,44,7792053256413,Valeo First Multi-Connect Wiper Blade FM45 18 Inch Universal,Valeo,Wiper Blade,2022-07-27T04:43:49+01:00,41.0,,5000,False,485777181,0,0,0,
45,45,7792048341213,Valeo First Multi-Connect Wiper Blade FM65 26 Inch Front,Valeo,Wiper Blade,2022-07-27T04:41:48+01:00,53.0,,5000,False,485777261,0,0,0,
46,46,7790338572509,Bosch Aerotwin Flat Wiper Blade Rear A402H,Bosch,Wiper Blade,2022-07-26T06:51:59+01:00,36.0,36.0,5000,True,485776420,0,0,0,
47,47,7790337917149,Bosch Aerotwin Flat Wiper Blade Set A089S Front,Bosch,Wiper Blade,2022-07-26T06:51:45+01:00,110.0,110.0,5000,True,485774650,0,0,0,
48,48,7790328250589,Bosch Aerotwin Flat Wiper Blade Single AP13U Front,Bosch,Wiper Blade,2022-07-26T06:48:30+01:00,43.0,43.0,5000,True,485777137,0,0,0,
49,49,7790328119517,Bosch Super Plus Specific Wiper Blade Rear H351,Bosch,Wiper Blade,2022-07-26T06:48:28+01:00,27.0,27.0,5000,True,485773630,0,0,0,
50,50,7790327529693,Bosch Aerotwin Flat Wiper Blade Set A980S Front,Bosch,Wiper Blade,2022-07-26T06:48:12+01:00,80.0,80.0,5000,True,485774750,0,0,0,
51,51,7790323106013,Bosch Aerotwin Flat Wiper Blade Set A120S Front,Bosch,Wiper Blade,2022-07-26T06:46:46+01:00,119.0,119.0,5000,True,485774690,5,30,0,
52,52,8206500331741,Heyner VOLVO EXACT FIT HEATED + SPRAY DIRECT FIT WIPER BLADES - REFRESH,Heyner,Wiper Blade,2023-10-10T00:53:36+01:00,209.0,213.0,8000,True,HEYNER-HY-093-XI2,0,0,0,
53,53,8206500331741,Heyner VOLVO EXACT FIT HEATED + SPRAY DIRECT FIT WIPER BLADES - REFRESH,Heyner,Wiper Blade,2023-10-10T00:53:36+01:00,242.0,287.0,8000,True,HEYNER-HY-093-XI22,0,0,0,
54,54,8206500331741,Heyner VOLVO EXACT FIT HEATED + SPRAY DIRECT FIT WIPER BLADES - REFRESH,Heyner,Wiper Blade,2023-10-10T00:53:36+01:00,209.0,213.0,8000,True,HEYNER-HY-093-VI2,0,0,0,
55,55,8206500331741,Heyner VOLVO EXACT FIT HEATED + SPRAY DIRECT FIT WIPER BLADES - REFRESH,Heyner,Wiper Blade,2023-10-10T00:53:36+01:00,284.0,287.0,8000,True,HEYNER-HY-093-VI22,0,0,0,
56,56,8206500331741,Heyner VOLVO EXACT FIT HEATED + SPRAY DIRECT FIT WIPER BLADES - REFRESH,Heyner,Wiper Blade,2023-10-10T00:53:36+01:00,209.0,213.0,8000,True,HEYNER-HY-093-SI2,0,0,0,
57,57,8206500331741,Heyner VOLVO EXACT FIT HEATED + SPRAY DIRECT FIT WIPER BLADES - REFRESH,Heyner,Wiper Blade,2023-10-10T00:53:36+01:00,284.0,287.0,8000,True,HEYNER-HY-093-SI22,0,0,0,
58,58,7792053584093,Valeo First Multi-Connect Wiper Blade FM75 30 Inch Universal,Valeo,Wiper Blade,2022-07-27T04:44:00+01:00,0.0,0.0,5000,False,485777301,0,0,0,
59,59,7792051126493,Valeo First Multi-Connect Wiper Blade FM50 20 Inch Universal,Valeo,Wiper Blade,2022-07-27T04:42:55+01:00,48.0,,5000,False,485777201,0,0,0,
60,60,7792048242909,Valeo First Multi-Connect Wiper Blade FM40 16 Inch Front,Valeo,Wiper Blade,2022-07-27T04:41:46+01:00,45.0,43.0,5000,True,485777161,0,0,0,
61,61,7792047390941,Valeo First Multi-Connect Wiper Blade FM53 21 Inch Front,Valeo,Wiper Blade,2022-07-27T04:41:29+01:00,50.0,50.0,5000,False,485777211,0,0,0,
62,62,7790343192797,Bosch Aerotwin Flat Wiper Blade Set A860S VW Passat 2011 Front,Bosch,Wiper Blade,2022-07-26T06:53:43+01:00,85.0,88.0,5000,False,485776510,0,0,0,
63,63,7790340964573,Bosch Aerotwin Flat Wiper Blade Set A640S Front,Bosch,Wiper Blade,2022-07-26T06:52:52+01:00,119.0,119.0,5000,True,485771350,0,0,0,
64,64,7790340735197,Bosch Super Plus Wiper Blade Rear H240,Bosch,Wiper Blade,2022-07-26T06:52:48+01:00,29.0,29.0,5000,True,485773840,0,0,0,
65,65,7790339293405,Bosch BMW F30 F80 Aerotwin Flat Wiper Blade Set A930S Front,Bosch,Wiper Blade,2022-07-26T06:52:14+01:00,105.0,105.0,5000,True,485774210,0,0,0,
66,66,7790337982685,Bosch Aerotwin Flat Wiper Blade Set A937S Front,Bosch,Wiper Blade,2022-07-26T06:51:48+01:00,105.0,105.0,5000,True,485774020,0,0,0,
67,67,7790337622237,Bosch Super Plus Wiper Blade Rear H357,Bosch,Wiper Blade,2022-07-26T06:51:39+01:00,29.0,29.0,5000,True,485773820,0,0,0,
68,68,7790336704733,Bosch Aerotwin Flat Wiper Blade Set A928S Front,Bosch,Wiper Blade,2022-07-26T06:51:25+01:00,100.0,100.0,5000,True,485774010,0,0,0,
69,69,7790336508125,Bosch Aerotwin Flat Wiper Blade Rear A360H,Bosch,Wiper Blade,2022-07-26T06:51:21+01:00,36.0,36.0,5000,True,485775780,5,463,0,
70,70,7790334771421,Bosch Super Plus Specific Wiper Blade Set With Spoilers 814S Front,Bosch,Wiper Blade,2022-07-26T06:50:42+01:00,228.0,667.0,5000,False,485773300,0,0,0,
71,71,7790333919453,Bosch Super Plus Universal Wiper Blade Sp19,Bosch,Wiper Blade,2022-07-26T06:50:27+01:00,23.0,23.0,5000,True,485771080,5,423,0,
72,72,7790333264093,Bosch Aerotwin Flat Wiper Blade Set A296S Front,Bosch,Wiper Blade,2022-07-26T06:50:11+01:00,108.0,108.0,5000,True,485776350,0,0,0,
73,73,7790327234781,Bosch Aerotwin Flat Wiper Blade Single AP21U Front,Bosch,Wiper Blade,2022-07-26T06:48:07+01:00,54.0,54.0,5000,True,485777217,0,0,0,
74,74,7790326120669,Bosch Aerotwin Flat Wiper Blade Rear A381H,Bosch,Wiper Blade,2022-07-26T06:47:44+01:00,37.0,37.0,5000,True,485775790,0,0,0,
75,75,7790325596381,Bosch Super Plus Universal Wiper Blade Sp20,Bosch,Wiper Blade,2022-07-26T06:47:34+01:00,24.0,24.0,5000,True,485771090,5,943,0,
76,76,7790325203165,Bosch Super Plus Specific Wiper Blade Rear H353 14INCH 350MM,Bosch,Wiper Blade,2022-07-26T06:47:26+01:00,26.0,26.0,5000,True,485773150,5,20,0,
77,77,7790324580573,Bosch Aerotwin Flat Wiper Blade Single AP19U Front,Bosch,Wiper Blade,2022-07-26T06:47:11+01:00,51.0,51.0,5000,True,485777197,5,459,0,
78,78,7790321631453,Bosch Super Plus Specific Wiper Blade Rear H330,Bosch,Wiper Blade,2022-07-26T06:46:17+01:00,30.0,30.0,5000,True,485776410,0,0,0,
79,79,8206075592925,Heyner REAR FLAT WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:18:15+01:00,30.0,30.0,8000,True,HEYNER-001020-10,0,0,0,
80,80,8206075592925,Heyner REAR FLAT WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:18:15+01:00,30.0,30.0,8000,True,HEYNER-001120-11,0,0,0,
81,81,8206075592925,Heyner REAR FLAT WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:18:15+01:00,30.0,30.0,8000,True,HEYNER-001220-12,0,0,0,
82,82,8206075592925,Heyner REAR FLAT WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:18:15+01:00,30.0,31.0,8000,True,HEYNER-001320-13,0,0,0,
83,83,8206075592925,Heyner REAR FLAT WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:18:15+01:00,30.0,32.0,8000,True,HEYNER-001420-14,0,0,0,
84,84,8206075592925,Heyner REAR FLAT WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:18:15+01:00,30.0,32.0,8000,True,HEYNER-001520-15,0,0,0,
85,85,8206075592925,Heyner REAR FLAT WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:18:15+01:00,30.0,32.0,8000,True,HEYNER-001620-16,0,0,0,
86,86,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,25.0,24.0,8000,True,HEYNER-014 000-14,0,0,0,
87,87,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,25.0,24.0,8000,True,HEYNER-015 000-15,0,0,0,
88,88,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,25.0,24.0,8000,True,HEYNER-016 000-16,0,0,0,
89,89,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,25.0,26.0,8000,True,HEYNER-017 000-17,0,0,0,
90,90,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,25.0,26.0,8000,True,HEYNER-018 000-18,0,0,0,
91,91,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,25.0,27.0,8000,True,HEYNER-019 000-19,0,0,0,
92,92,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,25.0,28.0,8000,True,HEYNER-020 000-20,0,0,0,
93,93,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,30.0,29.0,8000,True,HEYNER-021 000-21,0,0,0,
94,94,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,30.0,30.0,8000,True,HEYNER-022 000-22,0,0,0,
95,95,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,30.0,30.0,8000,True,HEYNER-023 000-23,0,0,0,
96,96,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,30.0,32.0,8000,True,HEYNER-024 000-24,0,0,0,
97,97,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,35.0,35.0,8000,True,HEYNER-026 000-26,0,0,0,
98,98,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,40.0,39.0,8000,True,HEYNER-028 000-28,0,0,0,
99,99,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,50.0,50.0,8000,True,HEYNER-030 000-30,0,0,0,
100,100,8206075166941,Heyner HYBRID WIPER BLADE,Heyner,Wiper Blade,2023-10-09T00:17:55+01:00,55.0,57.0,8000,True,HEYNER-030 200-32,0,0,0,
101,101,8137112420573,Valeo Silencio X.Trm 577849 Wiper Blade,Valeo,Wiper Blade,2023-07-27T01:38:56+01:00,145.0,148.0,270,True,VALEO-577849,0,0,0,
102,102,8137095119069,Swf 119505 Wiper Blade,SWF,Wiper Blade,2023-07-27T01:29:14+01:00,50.0,,60,False,SWF-119505,0,0,0,
103,103,8135727186141,Hella Truck 9Xw 184 107-261 Wiper Blade,Hella,Wiper Blade,2023-07-26T13:32:35+01:00,30.0,72.0,500,True,HELLA-9XW184107261,0,0,0,
104,104,8135669547229,DENSO Rear DRC-004 Wiper Blade,Denso,Wiper Blade,2023-07-26T13:07:12+01:00,81.0,81.0,0,True,DENSO-DRC004,0,0,0,
105,105,8135666598109,DENSO Hybrid DUR-065R Wiper Blade,Denso,Wiper Blade,2023-07-26T13:06:27+01:00,118.0,157.0,461,True,DENSO-DUR065R,0,0,0,
106,106,8135661191389,DENSO Hybrid DU-035R Wiper Blade,Denso,Wiper Blade,2023-07-26T13:04:13+01:00,80.0,80.0,279,True,DENSO-DU035R,0,0,0,
107,107,8135578386653,Continental 2800011012280 Wiper Blade,Continental,Wiper Blade,2023-07-26T12:28:02+01:00,95.0,94.0,0,False,CONTINENTAL-2800011012280,0,0,0,
108,108,8135502069981,Champion Aerovantage Ak1/C02 Wiper Blade,Champion,Wiper Blade,2023-07-26T11:58:26+01:00,20.0,,500,False,CHAMPION-AK1C02,0,0,0,
109,109,8135381582045,Bosch Aerotwin 3 397 009 843 Wiper Blade,Bosch,Wiper Blade,2023-07-26T11:11:31+01:00,223.0,297.0,500,True,BOSCH-3397009843,0,0,0,
110,110,8135378862301,Bosch Aerotwin 3 397 007 862 Wiper Blade,Bosch,Wiper Blade,2023-07-26T11:10:20+01:00,170.0,226.0,500,True,BOSCH-3397007862,0,0,0,
111,111,8135145291997,"Valeo Silencio, Silencio Rear 574247 Wiper Blade",Valeo,Wiper Blade,2023-07-26T09:02:49+01:00,85.0,87.0,80,True,VALEO-574247,0,0,0,
112,112,8135103316189,"Valeo Silencio Flat Blade Set, Silencio X.Trm 574325 Wiper Blade",Valeo,Wiper Blade,2023-07-26T08:43:56+01:00,179.0,180.0,290,True,VALEO-574325,0,0,0,
113,113,8135093420253,"Valeo Silencio Conventional Set, Silencio Performance 574274 Wiper Blade For Audi A4",Valeo,Wiper Blade,2023-07-26T08:40:52+01:00,130.0,133.0,416,True,VALEO-574274,0,0,0,
114,114,8135051280605,Valeo 572314 Wiper Blade,Valeo,Wiper Blade,2023-07-26T08:21:01+01:00,383.0,387.0,470,True,VALEO-572314,0,0,0,
115,115,8135031750877,Trico RM350B Wiper Blade,Trico,Wiper Blade,2023-07-26T08:11:44+01:00,44.0,,500,False,TRICO-RM350B,0,0,0,
116,116,8135022051549,Trico Exactfit EF651 Wiper Blade,Trico,Wiper Blade,2023-07-26T08:08:17+01:00,104.0,,0,False,TRICO-EF651,0,0,0,
117,117,8134943441117,Swf 132000 Original Wiper Blade,SWF,Wiper Blade,2023-07-26T07:41:09+01:00,214.0,218.0,2000,True,SWF-132000,0,0,0,
118,118,8134849364189,Stark Skwib-0940071 Wiper Blade,STARK,Wiper Blade,2023-07-26T07:06:46+01:00,99.0,,500,False,STARK-SKWIB0940071,0,0,0,
119,119,7792140681437,Starline Wiper Blade Universal 19 Inch,Starline,Wiper Blade,2022-07-27T05:44:00+01:00,10.0,10.0,5000,True,48577108S,0,0,0,
120,120,7792049455325,Valeo Silencio Rear Wiper Blade Vm26,Valeo,Wiper Blade,2022-07-27T04:42:11+01:00,30.0,,5000,False,485773135,0,0,0,
121,121,7790342176989,Bosch Aerotwin Flat Wiper Blade Set A963S Front,Bosch,Wiper Blade,2022-07-26T06:53:20+01:00,157.0,157.0,5000,True,485774510,5,392,0,
122,122,7790342111453,Bosch Super Plus Specific Wiper Blade Set With Spoilers 801S Front,Bosch,Wiper Blade,2022-07-26T06:53:19+01:00,96.0,96.0,5000,True,485773320,0,0,0,
123,123,7790342078685,Bosch Aerotwin Flat Wiper Blade Rear A340H,Bosch,Wiper Blade,2022-07-26T06:53:17+01:00,53.0,53.0,5000,True,485110450,0,0,0,
124,124,7790341914845,Bosch Aerotwin Flat Wiper Blade Set A947S Front,Bosch,Wiper Blade,2022-07-26T06:53:13+01:00,116.0,116.0,5000,True,485774040,0,0,0,
125,125,7790341226717,Bosch Aerotwin Flat Wiper Blade Set A428S Front,Bosch,Wiper Blade,2022-07-26T06:53:00+01:00,120.0,120.0,5000,True,485774800,0,0,0,
126,126,7790341128413,Bosch Aerotwin Flat Wiper Blade Rear A380H,Bosch,Wiper Blade,2022-07-26T06:52:58+01:00,39.0,39.0,5000,True,485110460,0,0,0,
127,127,7790340538589,Bosch Aerotwin Flat Wiper Blade Set A978S Front,Bosch,Wiper Blade,2022-07-26T06:52:44+01:00,105.0,105.0,5000,True,485774600,0,0,0,
128,128,7790339162333,Bosch Super Plus Specific Wiper Blade Set With Spoilers 367S Front,Bosch,Wiper Blade,2022-07-26T06:52:12+01:00,194.0,194.0,5000,True,485110180,0,0,0,
129,129,7790337097949,Bosch Aerotwin Flat Wiper Blade Set A016S Front,Bosch,Wiper Blade,2022-07-26T06:51:33+01:00,108.0,108.0,5000,True,485770100,0,0,0,
130,130,7790336901341,Bosch Super Plus Wiper Blade Rear H772,Bosch,Wiper Blade,2022-07-26T06:51:29+01:00,25.0,25.0,5000,True,485773560,0,0,0,
131,131,7790336311517,Bosch Aerotwin Flat Wiper Blade Rear A350H,Bosch,Wiper Blade,2022-07-26T06:51:15+01:00,34.0,34.0,5000,True,485780010,0,0,0,
132,132,7790336016605,Bosch Aerotwin Flat Wiper Blade Single AP23U Front,Bosch,Wiper Blade,2022-07-26T06:51:08+01:00,57.0,57.0,5000,True,485777237,0,0,0,
133,133,7790335688925,Bosch Aerotwin Flat Wiper Blade Rear A403H,Bosch,Wiper Blade,2022-07-26T06:51:02+01:00,38.0,38.0,5000,True,485776470,5,36,0,
134,134,7790334509277,Bosch Super Plus Wiper Blade Rear H382,Bosch,Wiper Blade,2022-07-26T06:50:37+01:00,28.0,28.0,5000,True,485775220,0,0,0,
135,135,7790333493469,Bosch Aerotwin Flat Wiper Blade Set A864S Front,Bosch,Wiper Blade,2022-07-26T06:50:16+01:00,105.0,105.0,5000,True,485776500,5,499,0,
136,136,7790333100253,Bosch Aerotwin Flat Wiper Blade Single AP20U Front,Bosch,Wiper Blade,2022-07-26T06:50:07+01:00,52.0,52.0,5000,True,485777207,5,378,0,
137,137,7790331953373,Bosch Super Plus Specific Wiper Blade Rear H300,Bosch,Wiper Blade,2022-07-26T06:49:41+01:00,28.0,28.0,5000,True,485773610,5,450,0,
138,138,7790331298013,Bosch Super Plus Wiper Blade Rear H425,Bosch,Wiper Blade,2022-07-26T06:49:28+01:00,34.0,34.0,5000,True,485773660,0,0,0,
139,139,7790331134173,Bosch Super Plus Universal Wiper Blade With Spoiler Sp21S,Bosch,Wiper Blade,2022-07-26T06:49:26+01:00,34.0,34.0,5000,True,485772040,0,0,0,
140,140,7790330642653,Bosch Aerotwin Flat Wiper Blade Rear A251H,Bosch,Wiper Blade,2022-07-26T06:49:16+01:00,26.0,26.0,5000,True,485777410,5,479,0,
141,141,7790329921757,Bosch Aerotwin Flat Wiper Blade Set A636S Front,Bosch,Wiper Blade,2022-07-26T06:49:07+01:00,116.0,116.0,5000,True,485777430,0,0,0,
142,142,7790329757917,Bosch Aerotwin Flat Wiper Blade Set A310S Front,Bosch,Wiper Blade,2022-07-26T06:49:03+01:00,95.0,95.0,5000,True,485770110,0,0,0,
143,143,7790325924061,Bosch Super Plus Specific Wiper Blade Rear H354,Bosch,Wiper Blade,2022-07-26T06:47:39+01:00,26.0,26.0,5000,True,48568001J,5,393,0,
144,144,7790324678877,Bosch Aerotwin Flat Wiper Blade Single AP30U Front,Bosch,Wiper Blade,2022-07-26T06:47:13+01:00,62.0,62.0,5000,True,485777307,0,0,0,
145,145,7790323007709,Bosch Aerotwin Flat Wiper Blade Set A949S Front,Bosch,Wiper Blade,2022-07-26T06:46:44+01:00,116.0,116.0,5000,True,485774090,0,0,0,
146,146,7790322516189,Bosch Aerotwin Flat Wiper Blade Set A639S Front,Bosch,Wiper Blade,2022-07-26T06:46:35+01:00,112.0,112.0,5000,True,485771360,0,0,0,
147,147,7790322254045,Bosch Super Plus Universal Wiper Blade Set Sp22/19S With Spoiler On Rh Side,Bosch,Wiper Blade,2022-07-26T06:46:29+01:00,54.0,54.0,5000,True,485775600,0,0,0,
148,148,7790322024669,Bosch Aerotwin Flat Wiper Blade Set A539S Front,Bosch,Wiper Blade,2022-07-26T06:46:25+01:00,112.0,112.0,5000,True,485776440,0,0,0,
