,id,title,vendor,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku
578,7696385671389,Liqui Moly Pro Line Jet Clean Diesel Injection Cleaner 1l,Liqui Moly,Oil & Fluid,2022-05-18T08:34:20+01:00,73.00,77.00,1000,True,5149
579,7696386883805,Liqui Moly Wax Underseal Anthracite/Black Spray 500ml,Liqui Moly,Oil & Fluid,2022-05-18T08:35:09+01:00,49.00,49.00,500,True,6100
580,7696387047645,Liqui Moly Rust Protection Wax Beige/Transparent 1l,Liqui Moly,Oil & Fluid,2022-05-18T08:35:17+01:00,64.00,72.00,1000,True,6104
581,7696387670237,Liqui Moly Underseal Bitumen Black 1l,Liqui Moly,Oil & Fluid,2022-05-18T08:35:36+01:00,48.00,51.00,1000,True,6112
582,7696387768541,Liqui Moly Underseal Black Spray 500ml,Liqui Moly,Oil & Fluid,2022-05-18T08:35:39+01:00,40.00,44.00,500,True,6113
583,7696388391133,Liqui Moly Cleaner And Thinner 1l,Liqui Moly,Oil & Fluid,2022-05-18T08:36:01+01:00,60.00,60.00,1000,False,6130
584,7696397631709,Liqui Moly 2K A/C System Cleaner,Liqui Moly,Oil & Fluid,2022-05-18T08:41:01+01:00,230.00,230.00,5000,True,9001
585,7696407822557,Liqui Moly Quick Detailer 500ml,Liqui Moly,Oil & Fluid,2022-05-18T08:46:46+01:00,45.00,45.00,500,True,21611
586,7698191679709,Liqui Moly Motorbike Radiator Cleaner 150ml,Liqui Moly,Oil & Fluid,2022-05-19T09:06:21+01:00,22.00,25.00,500,True,3042
587,7670263644381,Turtle Wax Hybrid Solutions Ceramic-Acrylic Black Collection,Turtlewax,Car Care Accessories,2022-04-25T07:47:41+01:00,156.00,,3000,False,Bundle5UK
588,7670263447773,Turtle Wax Hs Pro Paint Correct & Spray Wax,Turtlewax,Car Care Accessories,2022-04-25T07:47:40+01:00,159.00,,5000,False,Bundle19UK
589,7670263087325,Turtle Wax Hybrid Solutions Ceramic Wet Wax 2X500 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:47:35+01:00,112.00,,1000,False,53339#2Pack
590,7670262923485,Turtle Wax Hybrid Waterless Wash & Wax 2 X 750 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:47:34+01:00,56.00,,2000,False,53143#2Pack
591,7670262825181,Turtle Wax Odor-X Whole Car Blast Caribbean 2 X 100 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:48:15+01:00,42.00,,500,False,53038#2Pack
592,7670262595805,Turtle Wax Zip Wash & Wax 2 X 5 L,Turtlewax,Car Care Accessories,2022-04-25T07:48:35+01:00,83.00,,10000,False,52824#2pack
593,7670262235357,Turtle Wax Black In A Flash Tyre Dressing 2 X 300 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:47:02+01:00,35.00,,1000,False,52812#2pack
594,7670262202589,Turtle Wax Redline Car Wheel Cleaner 2 X 500 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:48:12+01:00,52.00,,1000,False,52811#2pack
595,7670261973213,Turtle Wax Color Magic White Car Polish 2 X 500 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:47:00+01:00,69.00,,1000,False,52712#2Pack
596,7670261121245,Turtle Wax Hybrid Solutions Ceramic + Graphene Inside Job,Turtlewax,Car Care Accessories,2022-04-25T07:47:29+01:00,35.00,,500,False,53806
597,7670260269277,Turtle Wax Concentrated Car Snow Foam 5L,Turtlewax,Car Care Accessories,2022-04-25T07:46:53+01:00,87.00,,5000,False,53664
598,7670259679453,Turtle Wax Hybrid Solutions Ceramic Spray Coating 500 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:47:18+01:00,62.00,,500,False,53342
599,7670259548381,Turtle Wax Hybrid Solutions Ceramic Wet Wax 500 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:47:15+01:00,65.00,65.00,500,False,53339
600,7670259482845,Turtle Wax Max Power 4 L,Turtlewax,Car Care Accessories,2022-04-25T07:48:04+01:00,45.00,,4000,False,53284
601,7670259122397,Turtle Wax Odor-X Whole Car Blast Caribbean 100 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:48:02+01:00,21.00,,500,False,53038
602,7670258467037,Turtle Wax Redline Car Wheel Cleaner 500 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:48:00+01:00,26.00,38.00,500,False,52811
603,7670256959709,Turtle Wax Hd Scratch Repair 207 Ml,Turtlewax,Car Care Accessories,2022-04-25T07:47:08+01:00,32.00,,500,False,50935
604,7670256238813,Turtle Wax Grey Turtle Icon Golf Hat,Turtlewax,Car Care Accessories,2022-04-25T07:47:06+01:00,87.00,,500,False,17148
605,7670255812829,Turtle Wax All-Purpose Edgeless Microfiber Towel 10-Pack,Turtlewax,Car Care Accessories,2022-04-25T07:46:34+01:00,52.00,,2000,False,17021
