,Unnamed: 0.1,Unnamed: 0,id,title,vendor,category,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku,rating,review_count,questions,review
3851,3851,3851,8.13594E+12,Maxgear 39-0651 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:40+01:00,65,,500,FALSE,MAXGEAR-390651,0,0,0,[]
3852,3852,3852,8.13594E+12,Maxgear 39-0650 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:36+01:00,144,,500,FALSE,MAXGEAR-390650,0,0,0,[]
3853,3853,3853,8.13594E+12,Maxgear 39-0649 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:32+01:00,120,,500,FALSE,MAXGEAR-390649,0,0,0,[]
3854,3854,3854,8.13594E+12,Maxgear 39-0648 Wiper Blade For Opel Corsa,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:28+01:00,148,,300,FALSE,MAXGEAR-390648,0,0,0,[]
3855,3855,3855,8.13594E+12,Maxgear 39-0647 Wiper Blade For Skoda Fabia,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:25+01:00,110,,500,FALSE,MAXGEAR-390647,0,0,0,[]
3856,3856,3856,8.13594E+12,Maxgear 39-0646 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:21+01:00,81,,500,FALSE,MAXGEAR-390646,0,0,0,[]
3857,3857,3857,8.13594E+12,Maxgear 39-0645 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:17+01:00,148,,500,FALSE,MAXGEAR-390645,0,0,0,[]
3858,3858,3858,8.13594E+12,Maxgear 39-0644 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:13+01:00,141,,500,FALSE,MAXGEAR-390644,0,0,0,[]
3859,3859,3859,8.13594E+12,Maxgear 39-0643 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:09+01:00,148,,500,FALSE,MAXGEAR-390643,0,0,0,[]
3860,3860,3860,8.13594E+12,Maxgear 39-0642 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:05+01:00,114,,500,FALSE,MAXGEAR-390642,0,0,0,[]
3861,3861,3861,8.13594E+12,Maxgear 39-0641 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:06:01+01:00,141,,500,FALSE,MAXGEAR-390641,0,0,0,[]
3862,3862,3862,8.13594E+12,Maxgear 39-0640 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:58+01:00,144,,500,FALSE,MAXGEAR-390640,0,0,0,[]
3863,3863,3863,8.13594E+12,Maxgear 39-0639 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:55+01:00,144,,500,FALSE,MAXGEAR-390639,0,0,0,[]
3864,3864,3864,8.13594E+12,Maxgear 39-0638 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:51+01:00,143,,500,FALSE,MAXGEAR-390638,0,0,0,[]
3865,3865,3865,8.13594E+12,Maxgear 39-0637 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:47+01:00,133,,500,FALSE,MAXGEAR-390637,0,0,0,[]
3866,3866,3866,8.13594E+12,Maxgear 39-0636 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:44+01:00,116,,500,FALSE,MAXGEAR-390636,0,0,0,[]
3867,3867,3867,8.13594E+12,Maxgear 39-0635 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:40+01:00,115,,500,FALSE,MAXGEAR-390635,0,0,0,[]
3868,3868,3868,8.13594E+12,Maxgear 39-0634 Wiper Blade For Renault Megane,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:36+01:00,116,,500,FALSE,MAXGEAR-390634,0,0,0,[]
3869,3869,3869,8.13594E+12,Maxgear 39-0633 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:32+01:00,121,,500,FALSE,MAXGEAR-390633,0,0,0,[]
3870,3870,3870,8.13594E+12,Maxgear 39-0632 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:23+01:00,125,,500,FALSE,MAXGEAR-390632,0,0,0,[]
3871,3871,3871,8.13594E+12,Maxgear 39-0631 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:19+01:00,109,,500,FALSE,MAXGEAR-390631,0,0,0,[]
3872,3872,3872,8.13594E+12,Maxgear 39-0630 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:15+01:00,102,,500,FALSE,MAXGEAR-390630,0,0,0,[]
3873,3873,3873,8.13594E+12,Maxgear 39-0629 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:10+01:00,105,,500,FALSE,MAXGEAR-390629,0,0,0,[]
3874,3874,3874,8.13594E+12,Maxgear 39-0628 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:06+01:00,110,,500,FALSE,MAXGEAR-390628,0,0,0,[]
3875,3875,3875,8.13594E+12,Maxgear 39-0627 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:05:02+01:00,130,,500,FALSE,MAXGEAR-390627,0,0,0,[]
3876,3876,3876,8.13594E+12,Maxgear 39-0626 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:58+01:00,117,,500,FALSE,MAXGEAR-390626,0,0,0,[]
3877,3877,3877,8.13594E+12,Maxgear 39-0625 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:55+01:00,110,,500,FALSE,MAXGEAR-390625,0,0,0,[]
3878,3878,3878,8.13594E+12,Maxgear 39-0624 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:49+01:00,110,,500,FALSE,MAXGEAR-390624,0,0,0,[]
3879,3879,3879,8.13594E+12,Maxgear 39-0623 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:45+01:00,107,,500,FALSE,MAXGEAR-390623,0,0,0,[]
3880,3880,3880,8.13594E+12,Maxgear 39-0622 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:41+01:00,106,,500,FALSE,MAXGEAR-390622,0,0,0,[]
3881,3881,3881,8.13594E+12,Maxgear 39-0621 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:37+01:00,98,,500,FALSE,MAXGEAR-390621,0,0,0,[]
3882,3882,3882,8.13594E+12,Maxgear 39-0619 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:33+01:00,64,,500,FALSE,MAXGEAR-390619,0,0,0,[]
3883,3883,3883,8.13594E+12,Maxgear 39-0618 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:29+01:00,41,,500,FALSE,MAXGEAR-390618,0,0,0,[]
3884,3884,3884,8.13594E+12,Maxgear 39-0617 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:25+01:00,51,,500,FALSE,MAXGEAR-390617,0,0,0,[]
3885,3885,3885,8.13593E+12,Maxgear 39-0616 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:21+01:00,80,,1000,FALSE,MAXGEAR-390616,0,0,0,[]
3886,3886,3886,8.13593E+12,Maxgear 39-0615 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:17+01:00,62,,500,FALSE,MAXGEAR-390615,0,0,0,[]
3887,3887,3887,8.13593E+12,Maxgear 39-0614 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:14+01:00,130,,310,FALSE,MAXGEAR-390614,0,0,0,[]
3888,3888,3888,8.13593E+12,Maxgear 39-0613 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:10+01:00,46,,500,FALSE,MAXGEAR-390613,0,0,0,[]
3889,3889,3889,8.13593E+12,Maxgear 39-0612 Wiper Blade For Seat Ibiza,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:06+01:00,58,,500,FALSE,MAXGEAR-390612,0,0,0,[]
3890,3890,3890,8.13593E+12,Maxgear 39-0611 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:04:02+01:00,63,,500,FALSE,MAXGEAR-390611,0,0,0,[]
3891,3891,3891,8.13593E+12,Maxgear 39-0610 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:58+01:00,50,,500,FALSE,MAXGEAR-390610,0,0,0,[]
3892,3892,3892,8.13593E+12,Maxgear 39-0609 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:52+01:00,62,,500,FALSE,MAXGEAR-390609,0,0,0,[]
3893,3893,3893,8.13593E+12,Maxgear 39-0608 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:48+01:00,46,,500,FALSE,MAXGEAR-390608,0,0,0,[]
3894,3894,3894,8.13593E+12,Maxgear 39-0607 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:44+01:00,64,,500,FALSE,MAXGEAR-390607,0,0,0,[]
3895,3895,3895,8.13593E+12,Maxgear 39-0606 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:41+01:00,53,,500,FALSE,MAXGEAR-390606,0,0,0,[]
3896,3896,3896,8.13593E+12,Maxgear 39-0605 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:38+01:00,58,,500,FALSE,MAXGEAR-390605,0,0,0,[]
3897,3897,3897,8.13593E+12,Maxgear 39-0602 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:35+01:00,58,,500,FALSE,MAXGEAR-390602,0,0,0,[]
3898,3898,3898,8.13593E+12,Maxgear 39-0529 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:31+01:00,95,,500,FALSE,MAXGEAR-390529,0,0,0,[]
3899,3899,3899,8.13593E+12,Maxgear 39-0528 Wiper Blade For Mazda 2,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:27+01:00,91,,500,FALSE,MAXGEAR-390528,0,0,0,[]
3900,3900,3900,8.13593E+12,Maxgear 39-0520 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:24+01:00,98,,500,FALSE,MAXGEAR-390520,0,0,0,[]
3901,3901,3901,8.13593E+12,Maxgear 39-0325 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:20+01:00,46,,500,FALSE,MAXGEAR-390325,0,0,0,[]
3902,3902,3902,8.13593E+12,Maxgear 39-0324 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:17+01:00,60,,500,FALSE,MAXGEAR-390324,0,0,0,[]
3903,3903,3903,8.13593E+12,Maxgear 39-0323 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:14+01:00,60,,500,FALSE,MAXGEAR-390323,0,0,0,[]
3904,3904,3904,8.13593E+12,Maxgear 39-0316 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:10+01:00,49,,500,FALSE,MAXGEAR-390316,0,0,0,[]
3905,3905,3905,8.13593E+12,Maxgear 39-0315 Wiper Blade Suitable For Mercedes-Benz E-Class,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:06+01:00,62,,235,FALSE,MAXGEAR-390315,0,0,0,[]
3906,3906,3906,8.13593E+12,Maxgear 39-0314 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:03:03+01:00,40,,500,FALSE,MAXGEAR-390314,0,0,0,[]
3907,3907,3907,8.13593E+12,Maxgear 39-0313 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:59+01:00,32,,208,FALSE,MAXGEAR-390313,0,0,0,[]
3908,3908,3908,8.13593E+12,Maxgear 39-0312 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:56+01:00,38,,500,FALSE,MAXGEAR-390312,0,0,0,[]
3909,3909,3909,8.13593E+12,Maxgear 39-0311 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:52+01:00,37,,500,FALSE,MAXGEAR-390311,0,0,0,[]
3910,3910,3910,8.13593E+12,Maxgear 39-0310 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:48+01:00,28,,500,FALSE,MAXGEAR-390310,0,0,0,[]
3911,3911,3911,8.13593E+12,Maxgear 39-0309 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:44+01:00,34,,500,FALSE,MAXGEAR-390309,0,0,0,[]
3912,3912,3912,8.13593E+12,Maxgear 39-0308 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:40+01:00,27,,500,FALSE,MAXGEAR-390308,0,0,0,[]
3913,3913,3913,8.13593E+12,Maxgear 39-0307 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:37+01:00,32,,500,FALSE,MAXGEAR-390307,0,0,0,[]
3914,3914,3914,8.13593E+12,Maxgear 39-0306 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:33+01:00,28,,500,FALSE,MAXGEAR-390306,0,0,0,[]
3915,3915,3915,8.13593E+12,Maxgear 39-0305 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:29+01:00,25,,190,FALSE,MAXGEAR-390305,0,0,0,[]
3916,3916,3916,8.13593E+12,Maxgear 39-0304 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:25+01:00,21,,100,FALSE,MAXGEAR-390304,0,0,0,[]
3917,3917,3917,8.13593E+12,Maxgear 39-0303 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:20+01:00,21,,500,FALSE,MAXGEAR-390303,0,0,0,[]
3918,3918,3918,8.13593E+12,Maxgear 39-0301 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:16+01:00,20,,500,FALSE,MAXGEAR-390301,0,0,0,[]
3919,3919,3919,8.13593E+12,Maxgear 39-0300 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:13+01:00,25,,88,FALSE,MAXGEAR-390300,0,0,0,[]
3920,3920,3920,8.13593E+12,Maxgear 39-0159 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:09+01:00,127,,500,FALSE,MAXGEAR-390159,0,0,0,[]
3921,3921,3921,8.13593E+12,Maxgear 39-0158 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:05+01:00,78,,500,FALSE,MAXGEAR-390158,0,0,0,[]
3922,3922,3922,8.13593E+12,Maxgear 39-0157 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:02:01+01:00,118,,500,FALSE,MAXGEAR-390157,0,0,0,[]
3923,3923,3923,8.13593E+12,Maxgear 39-0156 Wiper Blade For Toyota Avensis,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:58+01:00,131,,500,FALSE,MAXGEAR-390156,0,0,0,[]
3924,3924,3924,8.13593E+12,Maxgear 39-0154 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:55+01:00,118,,500,FALSE,MAXGEAR-390154,0,0,0,[]
3925,3925,3925,8.13593E+12,Maxgear 39-0153 Wiper Blade For Peugeot 607 Saloon,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:52+01:00,118,,500,FALSE,MAXGEAR-390153,0,0,0,[]
3926,3926,3926,8.13593E+12,Maxgear 39-0152 Wiper Blade For Honda Civic,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:48+01:00,162,,500,FALSE,MAXGEAR-390152,0,0,0,[]
3927,3927,3927,8.13593E+12,Maxgear 39-0151 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:45+01:00,107,,500,FALSE,MAXGEAR-390151,0,0,0,[]
3928,3928,3928,8.13593E+12,Maxgear 39-0148 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:41+01:00,91,,290,FALSE,MAXGEAR-390148,0,0,0,[]
3929,3929,3929,8.13593E+12,Maxgear 39-0147 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:38+01:00,100,,500,FALSE,MAXGEAR-390147,0,0,0,[]
3930,3930,3930,8.13593E+12,Maxgear 39-0146 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:34+01:00,137,,500,FALSE,MAXGEAR-390146,0,0,0,[]
3931,3931,3931,8.13593E+12,Maxgear 39-0145 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:30+01:00,141,,500,FALSE,MAXGEAR-390145,0,0,0,[]
3932,3932,3932,8.13593E+12,Maxgear 39-0144 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:27+01:00,110,,500,FALSE,MAXGEAR-390144,0,0,0,[]
3933,3933,3933,8.13593E+12,Maxgear 39-0143 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:23+01:00,151,,500,FALSE,MAXGEAR-390143,0,0,0,[]
3934,3934,3934,8.13593E+12,Maxgear 39-0142 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:20+01:00,115,,420,FALSE,MAXGEAR-390142,0,0,0,[]
3935,3935,3935,8.13593E+12,Maxgear 39-0140 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:17+01:00,124,,500,FALSE,MAXGEAR-390140,0,0,0,[]
3936,3936,3936,8.13593E+12,Maxgear 39-0139 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:13+01:00,105,,500,FALSE,MAXGEAR-390139,0,0,0,[]
3937,3937,3937,8.13593E+12,Maxgear 39-0138 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:09+01:00,99,,280,FALSE,MAXGEAR-390138,0,0,0,[]
3938,3938,3938,8.13593E+12,Maxgear 39-0137 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:06+01:00,75,,500,FALSE,MAXGEAR-390137,0,0,0,[]
3939,3939,3939,8.13593E+12,Maxgear 39-0136 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:01:02+01:00,48,,500,FALSE,MAXGEAR-390136,0,0,0,[]
3940,3940,3940,8.13593E+12,Maxgear 39-0135 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:59+01:00,162,,500,FALSE,MAXGEAR-390135,0,0,0,[]
3941,3941,3941,8.13593E+12,Maxgear 39-0134 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:55+01:00,133,,500,FALSE,MAXGEAR-390134,0,0,0,[]
3942,3942,3942,8.13593E+12,Maxgear 39-0133 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:52+01:00,121,,500,FALSE,MAXGEAR-390133,0,0,0,[]
3943,3943,3943,8.13593E+12,Maxgear 39-0130 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:46+01:00,164,,500,FALSE,MAXGEAR-390130,0,0,0,[]
3944,3944,3944,8.13593E+12,Maxgear 39-0129 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:43+01:00,23,,500,FALSE,MAXGEAR-390129,0,0,0,[]
3945,3945,3945,8.13593E+12,Maxgear 39-0127 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:39+01:00,81,,500,FALSE,MAXGEAR-390127,0,0,0,[]
3946,3946,3946,8.13593E+12,Maxgear 39-0126 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:35+01:00,125,,500,FALSE,MAXGEAR-390126,0,0,0,[]
3947,3947,3947,8.13592E+12,Maxgear 39-0125 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:31+01:00,35,,500,FALSE,MAXGEAR-390125,0,0,0,[]
3948,3948,3948,8.13592E+12,Maxgear 39-0124 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:28+01:00,150,,500,FALSE,MAXGEAR-390124,0,0,0,[]
3949,3949,3949,8.13592E+12,Maxgear 39-0123 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:23+01:00,52,,500,FALSE,MAXGEAR-390123,0,0,0,[]
3950,3950,3950,8.13592E+12,Maxgear 39-0122 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:20+01:00,52,,500,FALSE,MAXGEAR-390122,0,0,0,[]
3951,3951,3951,8.13592E+12,Maxgear 39-0121 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:16+01:00,122,,500,FALSE,MAXGEAR-390121,0,0,0,[]
3952,3952,3952,8.13592E+12,Maxgear 39-0120 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:13+01:00,110,,500,FALSE,MAXGEAR-390120,0,0,0,[]
3953,3953,3953,8.13592E+12,Maxgear 39-0119 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:09+01:00,57,,500,FALSE,MAXGEAR-390119,0,0,0,[]
3954,3954,3954,8.13592E+12,Maxgear 39-0118 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:05+01:00,38,,500,FALSE,MAXGEAR-390118,0,0,0,[]
3955,3955,3955,8.13592E+12,Maxgear 39-0117 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T15:00:01+01:00,46,,500,FALSE,MAXGEAR-390117,0,0,0,[]
3956,3956,3956,8.13592E+12,Maxgear 39-0116 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:57+01:00,71,,500,FALSE,MAXGEAR-390116,0,0,0,[]
3957,3957,3957,8.13592E+12,Maxgear 39-0115 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:54+01:00,147,,290,FALSE,MAXGEAR-390115,0,0,0,[]
3958,3958,3958,8.13592E+12,Maxgear 39-0114 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:50+01:00,134,,500,FALSE,MAXGEAR-390114,0,0,0,[]
3959,3959,3959,8.13592E+12,Maxgear 39-0113 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:47+01:00,140,,500,FALSE,MAXGEAR-390113,0,0,0,[]
3960,3960,3960,8.13592E+12,Maxgear 39-0112 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:43+01:00,135,,500,FALSE,MAXGEAR-390112,0,0,0,[]
3961,3961,3961,8.13592E+12,Maxgear 39-0111 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:39+01:00,124,,500,FALSE,MAXGEAR-390111,0,0,0,[]
3962,3962,3962,8.13592E+12,Maxgear 39-0110 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:36+01:00,138,,500,FALSE,MAXGEAR-390110,0,0,0,[]
3963,3963,3963,8.13592E+12,Maxgear 39-0109 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:32+01:00,119,,500,FALSE,MAXGEAR-390109,0,0,0,[]
3964,3964,3964,8.13592E+12,Maxgear 39-0108 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:28+01:00,130,,500,FALSE,MAXGEAR-390108,0,0,0,[]
3965,3965,3965,8.13592E+12,Maxgear 39-0107 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:24+01:00,147,,500,FALSE,MAXGEAR-390107,0,0,0,[]
3966,3966,3966,8.13592E+12,Maxgear 39-0106 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:21+01:00,124,,500,FALSE,MAXGEAR-390106,0,0,0,[]
3967,3967,3967,8.13592E+12,Maxgear 39-0105 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:15+01:00,118,,500,FALSE,MAXGEAR-390105,0,0,0,[]
3968,3968,3968,8.13592E+12,Maxgear 39-0103 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:11+01:00,134,,500,FALSE,MAXGEAR-390103,0,0,0,[]
3969,3969,3969,8.13592E+12,Maxgear 39-0102 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:08+01:00,127,,290,FALSE,MAXGEAR-390102,0,0,0,[]
3970,3970,3970,8.13592E+12,Maxgear 39-0101 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:04+01:00,129,,500,FALSE,MAXGEAR-390101,0,0,0,[]
3971,3971,3971,8.13592E+12,Maxgear 39-0100 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:59:00+01:00,147,,500,FALSE,MAXGEAR-390100,0,0,0,[]
3972,3972,3972,8.13592E+12,Maxgear 39-0099 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:56+01:00,97,,500,FALSE,MAXGEAR-390099,0,0,0,[]
3973,3973,3973,8.13592E+12,Maxgear 39-0097 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:52+01:00,50,,500,FALSE,MAXGEAR-390097,0,0,0,[]
3974,3974,3974,8.13592E+12,Maxgear 39-0096 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:48+01:00,145,,500,FALSE,MAXGEAR-390096,0,0,0,[]
3975,3975,3975,8.13592E+12,Maxgear 39-0094 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:43+01:00,120,,500,FALSE,MAXGEAR-390094,0,0,0,[]
3976,3976,3976,8.13592E+12,Maxgear 39-0093 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:39+01:00,150,,500,FALSE,MAXGEAR-390093,0,0,0,[]
3977,3977,3977,8.13592E+12,Maxgear 39-0091 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:36+01:00,75,,500,FALSE,MAXGEAR-390091,0,0,0,[]
3978,3978,3978,8.13592E+12,Maxgear 39-0089 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:32+01:00,52,,500,FALSE,MAXGEAR-390089,0,0,0,[]
3979,3979,3979,8.13592E+12,Maxgear 39-0088 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:28+01:00,130,,500,FALSE,MAXGEAR-390088,0,0,0,[]
3980,3980,3980,8.13592E+12,Maxgear 39-0087 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:24+01:00,47,,500,FALSE,MAXGEAR-390087,0,0,0,[]
3981,3981,3981,8.13592E+12,Maxgear 39-0086 Wiper Blade,MaXgear,Wiper Blades,Wiper Blade,2023-07-26T14:58:19+01:00,52,,500,FALSE,MAXGEAR-390086,0,0,0,[]
